review,review lower,review nopunc,review nostop,review noother,cleaned review,polarity,subjectivity
One of our favorite SF restaurants and a monthly staple at least in our household. Delicious food and drinks with a great ambiance. :-),one of our favorite sf restaurants and a monthly staple at least in our household. delicious food and drinks with a great ambiance. :-),one of our favorite sf restaurants and a monthly staple at least in our household delicious food and drinks with a great ambiance ,one favorite sf restaurants monthly staple least household delicious food drinks great ambiance,favorite sf restaurants monthly staple least household delicious food drinks great ambiance,favorite sf restaurant monthly staple least household delicious food drink great ambiance,0.5,0.7875
"The food at Starbelly is hella yummy !!!I love  eating the fries, margherita pizza, and the bolognese spaghetti  with jalapeños and bacon !!!","the food at starbelly is hella yummy !!!i love eating the fries, margherita pizza, and the bolognese spaghetti with jalapeños and bacon !!!",the food at starbelly is hella yummy i love eating the fries margherita pizza and the bolognese spaghetti with jalapeños and bacon ,food starbelly hella yummy love eating fries margherita pizza bolognese spaghetti jalapeños bacon,food starbelly hella yummy love eating fries margherita pizza bolognese spaghetti jalapeños bacon,food starbelly hella yummy love eating fry margherita pizza bolognese spaghetti jalapeños bacon,0.5,0.6
"I love eating here. Especially post pandemic. Because there is out front, inside and outside porch seating.The food is really yummy. The burger I had today was perfection! My Margharita Verde tasted really yummy and the two desserts were amazing!","i love eating here. especially post pandemic. because there is out front, inside and outside porch seating.the food is really yummy. the burger i had today was perfection! my margharita verde tasted really yummy and the two desserts were amazing!",i love eating here especially post pandemic because there is out front inside and outside porch seatingthe food is really yummy the burger i had today was perfection my margharita verde tasted really yummy and the two desserts were amazing,love eating especially post pandemic front inside outside porch seatingthe food really yummy burger today perfection margharita verde tasted really yummy two desserts amazing,love eating especially post pandemic front inside outside porch seatingthe food really yummy burger today perfection margharita verde tasted really yummy two desserts amazing,love eating especially post pandemic front inside outside porch seatingthe food really yummy burger today perfection margharita verde tasted really yummy two dessert amazing,0.25,0.4916666666666667
"Their chilaquiles are amazing and always hit the spot. As someone with a sensitive stomach, I appreciate that the dish is perfectly seasoned without being too heavy or salty. The combination of chips, chorizo, egg, and salsa is just perfect. Plus, the side salad and avocado help balance everything out. I've also visited this restaurant multiple times for lunch and dinner and have never been disappointed.","their chilaquiles are amazing and always hit the spot. as someone with a sensitive stomach, i appreciate that the dish is perfectly seasoned without being too heavy or salty. the combination of chips, chorizo, egg, and salsa is just perfect. plus, the side salad and avocado help balance everything out. i've also visited this restaurant multiple times for lunch and dinner and have never been disappointed.",their chilaquiles are amazing and always hit the spot as someone with a sensitive stomach i appreciate that the dish is perfectly seasoned without being too heavy or salty the combination of chips chorizo egg and salsa is just perfect plus the side salad and avocado help balance everything out ive also visited this restaurant multiple times for lunch and dinner and have never been disappointed,chilaquiles amazing always hit spot someone sensitive stomach appreciate dish perfectly seasoned without heavy salty combination chips chorizo egg salsa perfect plus side salad avocado help balance everything ive also visited restaurant multiple times lunch dinner never disappointed,chilaquiles amazing always hit spot someone sensitive stomach appreciate dish perfectly seasoned without heavy salty combination chips chorizo egg salsa perfect plus side salad avocado help balance everything ive also visited restaurant multiple times lunch dinner never disappointed,chilaquiles amazing always hit spot someone sensitive stomach appreciate dish perfectly seasoned without heavy salty combination chip chorizo egg salsa perfect plus side salad avocado help balance everything ive also visited restaurant multiple time lunch dinner never disappointed,0.30357142857142855,0.6142857142857142
"Really fun and open vibe in the Castro area. We started with the. White bean purée and a couple of cocktails. Our server was training, but there is a team service vibe here. You will it not be waiting long for anything. Everyone is there to serve, but you also have a contact person We had a great time and our food was really good. If something caches your eye, go ahead and order it. You will not be disappointed.","really fun and open vibe in the castro area. we started with the. white bean purée and a couple of cocktails. our server was training, but there is a team service vibe here. you will it not be waiting long for anything. everyone is there to serve, but you also have a contact person we had a great time and our food was really good. if something caches your eye, go ahead and order it. you will not be disappointed.",really fun and open vibe in the castro area we started with the white bean purée and a couple of cocktails our server was training but there is a team service vibe here you will it not be waiting long for anything everyone is there to serve but you also have a contact person we had a great time and our food was really good if something caches your eye go ahead and order it you will not be disappointed,really fun open vibe castro area started white bean purée couple cocktails server training team service vibe waiting long anything everyone serve also contact person great time food really good something caches eye go ahead order disappointed,really fun open vibe castro area started white bean purée couple cocktails server training team service vibe waiting long anything everyone serve also contact person great time food really good something caches eye ahead order disappointed,really fun open vibe castro area started white bean purée couple cocktail server training team service vibe waiting long anything everyone serve also contact person great time food really good something cache eye ahead order disappointed,0.14285714285714285,0.4571428571428572
Same tired menu from 2011. Be seasonal or leave the neighborhood. Some nice inventive chef can take over this space from your fast food chain. I hope others follow this review and demand more from our once great neighborhood joint who all but gave up on living.,same tired menu from 2011. be seasonal or leave the neighborhood. some nice inventive chef can take over this space from your fast food chain. i hope others follow this review and demand more from our once great neighborhood joint who all but gave up on living.,same tired menu from 2011 be seasonal or leave the neighborhood some nice inventive chef can take over this space from your fast food chain i hope others follow this review and demand more from our once great neighborhood joint who all but gave up on living,tired menu 2011 seasonal leave neighborhood nice inventive chef take space fast food chain hope others follow review demand great neighborhood joint gave living,tired menu 2011 seasonal leave neighborhood nice inventive chef take space fast food chain hope others follow review demand great neighborhood joint gave living,tired menu 2011 seasonal leave neighborhood nice inventive chef take space fast food chain hope others follow review demand great neighborhood joint gave living,0.33999999999999997,0.8100000000000002
"Really awesome evening at Starbelly. Great space, excellent service and a variety of delicious foods.Dumplings were luscious and delicious and cheesy. Pate was soooo good. Even the toast was considered. Gazpacho was creamy and excellent. Cod was flaky and fried chicken was crispy and wonderful.Vaccine requirements started and were super simple and well handled. So good.","really awesome evening at starbelly. great space, excellent service and a variety of delicious foods.dumplings were luscious and delicious and cheesy. pate was soooo good. even the toast was considered. gazpacho was creamy and excellent. cod was flaky and fried chicken was crispy and wonderful.vaccine requirements started and were super simple and well handled. so good.",really awesome evening at starbelly great space excellent service and a variety of delicious foodsdumplings were luscious and delicious and cheesy pate was soooo good even the toast was considered gazpacho was creamy and excellent cod was flaky and fried chicken was crispy and wonderfulvaccine requirements started and were super simple and well handled so good,really awesome evening starbelly great space excellent service variety delicious foodsdumplings luscious delicious cheesy pate soooo good even toast considered gazpacho creamy excellent cod flaky fried chicken crispy wonderfulvaccine requirements started super simple well handled good,really awesome evening starbelly great space excellent service variety delicious foodsdumplings luscious delicious cheesy pate soooo good even toast considered gazpacho creamy excellent cod flaky fried chicken crispy wonderfulvaccine requirements started super simple well handled good,really awesome evening starbelly great space excellent service variety delicious foodsdumplings luscious delicious cheesy pate soooo good even toast considered gazpacho creamy excellent cod flaky fried chicken crispy wonderfulvaccine requirement started super simple well handled good,0.5361111111111111,0.8269841269841268
Once was great and now mediocre at best:Pizza soggy and bland;Mussels small number and many unopenedServer unfamiliar with menuOverpriced for what it isFir pizza delfina much betterAnother example of a restaurant that never opened correctly after pandemix,once was great and now mediocre at best:pizza soggy and bland;mussels small number and many unopenedserver unfamiliar with menuoverpriced for what it isfir pizza delfina much betteranother example of a restaurant that never opened correctly after pandemix,once was great and now mediocre at bestpizza soggy and blandmussels small number and many unopenedserver unfamiliar with menuoverpriced for what it isfir pizza delfina much betteranother example of a restaurant that never opened correctly after pandemix,great mediocre bestpizza soggy blandmussels small number many unopenedserver unfamiliar menuoverpriced isfir pizza delfina much betteranother example restaurant never opened correctly pandemix,great mediocre bestpizza soggy blandmussels small number many unopenedserver unfamiliar menuoverpriced isfir pizza delfina much betteranother example restaurant never opened correctly pandemix,great mediocre bestpizza soggy blandmussels small number many unopenedserver unfamiliar menuoverpriced isfir pizza delfina much betteranother example restaurant never opened correctly pandemix,0.15,0.5700000000000001
"Came here on a monday night for dinner and drinks. My party of 3 made reservations for 6:15 and got seated right away. All the staff was very nice in helping us find suitable drinks. All of us ordered drinks, I tried the strawberry alarm clock which was amazing. Fruity and sweet with little taste of alcohol. My friends ordered the salty dog  which was also a fruity drink with grapefruit. We thought the dumplings were pretty good, they came in a light buttery sauce. The mussels were also a hit. Although we thought the bread was a little underdone and chewy. We also thought the fresh spaghetti noodles were chewy and bouncy noting that we wished the sauce was a tad spicier. We loved the pizza! The fresh corn and bacon made for a smoky flavor while the fried egg provided a yummy richness. If you come here try giving the drinks and pizza a try!","came here on a monday night for dinner and drinks. my party of 3 made reservations for 6:15 and got seated right away. all the staff was very nice in helping us find suitable drinks. all of us ordered drinks, i tried the strawberry alarm clock which was amazing. fruity and sweet with little taste of alcohol. my friends ordered the salty dog which was also a fruity drink with grapefruit. we thought the dumplings were pretty good, they came in a light buttery sauce. the mussels were also a hit. although we thought the bread was a little underdone and chewy. we also thought the fresh spaghetti noodles were chewy and bouncy noting that we wished the sauce was a tad spicier. we loved the pizza! the fresh corn and bacon made for a smoky flavor while the fried egg provided a yummy richness. if you come here try giving the drinks and pizza a try!",came here on a monday night for dinner and drinks my party of 3 made reservations for 615 and got seated right away all the staff was very nice in helping us find suitable drinks all of us ordered drinks i tried the strawberry alarm clock which was amazing fruity and sweet with little taste of alcohol my friends ordered the salty dog which was also a fruity drink with grapefruit we thought the dumplings were pretty good they came in a light buttery sauce the mussels were also a hit although we thought the bread was a little underdone and chewy we also thought the fresh spaghetti noodles were chewy and bouncy noting that we wished the sauce was a tad spicier we loved the pizza the fresh corn and bacon made for a smoky flavor while the fried egg provided a yummy richness if you come here try giving the drinks and pizza a try,came monday night dinner drinks party 3 made reservations 615 got seated right away staff nice helping us find suitable drinks us ordered drinks tried strawberry alarm clock amazing fruity sweet little taste alcohol friends ordered salty dog also fruity drink grapefruit thought dumplings pretty good came light buttery sauce mussels also hit although thought bread little underdone chewy also thought fresh spaghetti noodles chewy bouncy noting wished sauce tad spicier loved pizza fresh corn bacon made smoky flavor fried egg provided yummy richness come try giving drinks pizza try,monday night dinner drinks party 3 made reservations 615 seated right away staff nice helping find suitable drinks ordered drinks tried strawberry alarm clock amazing fruity sweet little taste alcohol friends ordered salty dog also fruity drink grapefruit thought dumplings pretty good light buttery sauce mussels also hit although thought bread little underdone chewy also thought fresh spaghetti noodles chewy bouncy noting wished sauce tad spicier loved pizza fresh corn bacon made smoky flavor fried egg provided yummy richness come giving drinks pizza,monday night dinner drink party 3 made reservation 615 seated right away staff nice helping find suitable drink ordered drink tried strawberry alarm clock amazing fruity sweet little taste alcohol friend ordered salty dog also fruity drink grapefruit thought dumpling pretty good light buttery sauce mussel also hit although thought bread little underdone chewy also thought fresh spaghetti noodle chewy bouncy noting wished sauce tad spicier loved pizza fresh corn bacon made smoky flavor fried egg provided yummy richness come giving drink pizza,0.35851648351648346,0.6873626373626374
"Haven't been here in about 10 years I think. Food is still very good!  We had the muscles and the steak. Both were very tasty.  The man who greeted us (I think he was a manager) was not very friendly or welcoming however. Kind of bad first impression. Our server was ok, but very very into himself.  Ugh. But aside from the mediocre service I would go back for the food.","haven't been here in about 10 years i think. food is still very good! we had the muscles and the steak. both were very tasty. the man who greeted us (i think he was a manager) was not very friendly or welcoming however. kind of bad first impression. our server was ok, but very very into himself. ugh. but aside from the mediocre service i would go back for the food.",havent been here in about 10 years i think food is still very good we had the muscles and the steak both were very tasty the man who greeted us i think he was a manager was not very friendly or welcoming however kind of bad first impression our server was ok but very very into himself ugh but aside from the mediocre service i would go back for the food,havent 10 years think food still good muscles steak tasty man greeted us think manager friendly welcoming however kind bad first impression server ok ugh aside mediocre service would go back food,havent 10 years think food still good muscles steak tasty man greeted think manager friendly welcoming however kind bad first impression server ok ugh aside mediocre service back food,havent 10 year think food still good muscle steak tasty man greeted think manager friendly welcoming however kind bad first impression server ok ugh aside mediocre service back food,0.153125,0.5625
"Friendly service, fun casual atmosphere + California comfort food was so good!Pro Tip: Call ahead to request a seat on their cute back patio, complete with palm trees! It's covered so still warm even on chilly days.We got the chicken & waffles & margherita pizza, 10/10 would recommend!","friendly service, fun casual atmosphere + california comfort food was so good!pro tip: call ahead to request a seat on their cute back patio, complete with palm trees! it's covered so still warm even on chilly days.we got the chicken & waffles & margherita pizza, 10/10 would recommend!",friendly service fun casual atmosphere  california comfort food was so goodpro tip call ahead to request a seat on their cute back patio complete with palm trees its covered so still warm even on chilly dayswe got the chicken  waffles  margherita pizza 1010 would recommend,friendly service fun casual atmosphere california comfort food goodpro tip call ahead request seat cute back patio complete palm trees covered still warm even chilly dayswe got chicken waffles margherita pizza 1010 would recommend,friendly service fun casual atmosphere california comfort food goodpro tip call ahead request seat cute back patio complete palm trees covered still warm even chilly dayswe chicken waffles margherita pizza 1010 recommend,friendly service fun casual atmosphere california comfort food goodpro tip call ahead request seat cute back patio complete palm tree covered still warm even chilly dayswe chicken waffle margherita pizza 1010 recommend,0.019444444444444448,0.6018518518518519
"Love this place.  Excellent food, friendly service, great location.  Chicken liver pate is to die for.......","love this place. excellent food, friendly service, great location. chicken liver pate is to die for.......",love this place excellent food friendly service great location chicken liver pate is to die for,love place excellent food friendly service great location chicken liver pate die,love place excellent food friendly service great location chicken liver pate die,love place excellent food friendly service great location chicken liver pate die,0.4149999999999999,0.76
Food is fine. Service can be better. My waiter was nice but not attentive; i had to get his attention all the time...,food is fine. service can be better. my waiter was nice but not attentive; i had to get his attention all the time...,food is fine service can be better my waiter was nice but not attentive i had to get his attention all the time,food fine service better waiter nice attentive get attention time,food fine service better waiter nice attentive attention time,food fine service better waiter nice attentive attention time,0.47916666666666663,0.725
"My friends and I stopped by for dinner last night to celebrate my friend's promotion at work. We made reservations for 6 people one week in advance.  Smart idea because this place was packed yesterday! I'm talking about indoor and outdoor dining. Yes, they did follow social distancing protocols with the tables. We ordered spaghetti, Po'Boy fried chicken sandwiches, burgers, pizza, and several cocktails. The staff was attentive even though they had a lot of tables to attend to. Meals arrived promptly. Menu quite limited, but the prices are reasonable considering this is SF. We all seemed to enjoy our food. No complaints. It is a little cramped, so I wouldn't recommend it if you have a phobia of small enclosed places. Parking is limited outside since there are so many popular restaurants around the area. You might have to circle around several times to find a spot.","my friends and i stopped by for dinner last night to celebrate my friend's promotion at work. we made reservations for 6 people one week in advance. smart idea because this place was packed yesterday! i'm talking about indoor and outdoor dining. yes, they did follow social distancing protocols with the tables. we ordered spaghetti, po'boy fried chicken sandwiches, burgers, pizza, and several cocktails. the staff was attentive even though they had a lot of tables to attend to. meals arrived promptly. menu quite limited, but the prices are reasonable considering this is sf. we all seemed to enjoy our food. no complaints. it is a little cramped, so i wouldn't recommend it if you have a phobia of small enclosed places. parking is limited outside since there are so many popular restaurants around the area. you might have to circle around several times to find a spot.",my friends and i stopped by for dinner last night to celebrate my friends promotion at work we made reservations for 6 people one week in advance smart idea because this place was packed yesterday im talking about indoor and outdoor dining yes they did follow social distancing protocols with the tables we ordered spaghetti poboy fried chicken sandwiches burgers pizza and several cocktails the staff was attentive even though they had a lot of tables to attend to meals arrived promptly menu quite limited but the prices are reasonable considering this is sf we all seemed to enjoy our food no complaints it is a little cramped so i wouldnt recommend it if you have a phobia of small enclosed places parking is limited outside since there are so many popular restaurants around the area you might have to circle around several times to find a spot,friends stopped dinner last night celebrate friends promotion work made reservations 6 people one week advance smart idea place packed yesterday im talking indoor outdoor dining yes follow social distancing protocols tables ordered spaghetti poboy fried chicken sandwiches burgers pizza several cocktails staff attentive even though lot tables attend meals arrived promptly menu quite limited prices reasonable considering sf seemed enjoy food complaints little cramped wouldnt recommend phobia small enclosed places parking limited outside since many popular restaurants around area might circle around several times find spot,friends stopped dinner last night celebrate friends promotion work made reservations 6 people week advance smart idea place packed yesterday talking indoor outdoor dining yes follow social distancing protocols tables ordered spaghetti poboy fried chicken sandwiches burgers pizza several cocktails staff attentive even though lot tables attend meals arrived promptly menu quite limited prices reasonable considering sf seemed enjoy food complaints little cramped wouldnt recommend phobia small enclosed places parking limited outside since many popular restaurants around area might circle around several times find spot,friend stopped dinner last night celebrate friend promotion work made reservation 6 people week advance smart idea place packed yesterday talking indoor outdoor dining yes follow social distancing protocol table ordered spaghetti poboy fried chicken sandwich burger pizza several cocktail staff attentive even though lot table attend meal arrived promptly menu quite limited price reasonable considering sf seemed enjoy food complaint little cramped wouldnt recommend phobia small enclosed place parking limited outside since many popular restaurant around area might circle around several time find spot,0.051015406162464985,0.38599439775910366
Of course we all love Starbelly. Gotta admit that corn pizza is not my favorite but everything else is great.,of course we all love starbelly. gotta admit that corn pizza is not my favorite but everything else is great.,of course we all love starbelly gotta admit that corn pizza is not my favorite but everything else is great,course love starbelly gotta admit corn pizza favorite everything else great,course love starbelly gotta admit corn pizza favorite everything else great,course love starbelly gotta admit corn pizza favorite everything else great,0.6,0.7833333333333333
"Delicious food, great outdoor seating, excellent service and appealing ambiance. Highly recommend!","delicious food, great outdoor seating, excellent service and appealing ambiance. highly recommend!",delicious food great outdoor seating excellent service and appealing ambiance highly recommend,delicious food great outdoor seating excellent service appealing ambiance highly recommend,delicious food great outdoor seating excellent service appealing ambiance highly recommend,delicious food great outdoor seating excellent service appealing ambiance highly recommend,0.692,0.758
"WOW. Absolutely delicious and definitely want to come back (it's too dangerous we live 2 blocks away.) We were seated right away at 5pm on a Tuesday and it wasn't too busy even when we left at 6:30. The jalapeño cornbread is the most incredible cornbread I've ever had (also not spicy!) Paired with their homemade honey butter, it's *chefs kiss*The starbelly bacon pizza and sweet corn pizza are ridiculously good. The corn was so rich and the bacon so flavorful. It also wasn't spicy so if you're worried about the jalapeño, it isn't a problem!","wow. absolutely delicious and definitely want to come back (it's too dangerous we live 2 blocks away.) we were seated right away at 5pm on a tuesday and it wasn't too busy even when we left at 6:30. the jalapeño cornbread is the most incredible cornbread i've ever had (also not spicy!) paired with their homemade honey butter, it's *chefs kiss*the starbelly bacon pizza and sweet corn pizza are ridiculously good. the corn was so rich and the bacon so flavorful. it also wasn't spicy so if you're worried about the jalapeño, it isn't a problem!",wow absolutely delicious and definitely want to come back its too dangerous we live 2 blocks away we were seated right away at 5pm on a tuesday and it wasnt too busy even when we left at 630 the jalapeño cornbread is the most incredible cornbread ive ever had also not spicy paired with their homemade honey butter its chefs kissthe starbelly bacon pizza and sweet corn pizza are ridiculously good the corn was so rich and the bacon so flavorful it also wasnt spicy so if youre worried about the jalapeño it isnt a problem,wow absolutely delicious definitely want come back dangerous live 2 blocks away seated right away 5pm tuesday wasnt busy even left 630 jalapeño cornbread incredible cornbread ive ever also spicy paired homemade honey butter chefs kissthe starbelly bacon pizza sweet corn pizza ridiculously good corn rich bacon flavorful also wasnt spicy youre worried jalapeño isnt problem,wow absolutely delicious definitely want come back dangerous live 2 blocks away seated right away 5pm tuesday wasnt busy even left 630 jalapeño cornbread incredible cornbread ive ever also spicy paired homemade honey butter chefs kissthe starbelly bacon pizza sweet corn pizza ridiculously good corn rich bacon flavorful also wasnt spicy youre worried jalapeño isnt problem,wow absolutely delicious definitely want come back dangerous live 2 block away seated right away 5pm tuesday wasnt busy even left 630 jalapeño cornbread incredible cornbread ive ever also spicy paired homemade honey butter chef kissthe starbelly bacon pizza sweet corn pizza ridiculously good corn rich bacon flavorful also wasnt spicy youre worried jalapeño isnt problem,0.25746753246753246,0.5873626373626374
"We went here for lunch on SF restaurant week. It was quite lovely. We started with the fries served with three dips. Fries were hot and crispy, but only one of the dips was anything to write home about (one was ketchup). From the prix fixe menu, I had the pate with fig jam and mustard which was very good- especially the fig jam. We both choose the Mediterranean plate as our entree. We liked it very much, but thought it could be spiced a little more heavily. Unfortunately, they brought us our entrees when were just about halfway through our appetizers- making our small tabletop crowded & uncomfortable. We also felt a bit rushed. The star of the show were the drinks and dessert! We both loved the basil cucumber limeade and the coffee was perfect! For dessert, we had the date & toffee cake, which was divine! Such a marvelous combination. The cake was not too sweet and had many layers of flavor while still a bit of a rustic type of dessert. The dates & mascarpone were such a scrumptious compliment! The rich, dark coffee was a satisfying pairing with the dessert. Covid practices were on point. Service very good. Price was reasonable. Super diverse staff & patrons (queer & POC friendly). Accessible. We ate inside and we were very far away from other tables. It felt very safe. Starbelly requires that patrons have their mask on whenever they are not eating/drinking. Outside patio and parklet also looked very inviting so will have to try that next!","we went here for lunch on sf restaurant week. it was quite lovely. we started with the fries served with three dips. fries were hot and crispy, but only one of the dips was anything to write home about (one was ketchup). from the prix fixe menu, i had the pate with fig jam and mustard which was very good- especially the fig jam. we both choose the mediterranean plate as our entree. we liked it very much, but thought it could be spiced a little more heavily. unfortunately, they brought us our entrees when were just about halfway through our appetizers- making our small tabletop crowded & uncomfortable. we also felt a bit rushed. the star of the show were the drinks and dessert! we both loved the basil cucumber limeade and the coffee was perfect! for dessert, we had the date & toffee cake, which was divine! such a marvelous combination. the cake was not too sweet and had many layers of flavor while still a bit of a rustic type of dessert. the dates & mascarpone were such a scrumptious compliment! the rich, dark coffee was a satisfying pairing with the dessert. covid practices were on point. service very good. price was reasonable. super diverse staff & patrons (queer & poc friendly). accessible. we ate inside and we were very far away from other tables. it felt very safe. starbelly requires that patrons have their mask on whenever they are not eating/drinking. outside patio and parklet also looked very inviting so will have to try that next!",we went here for lunch on sf restaurant week it was quite lovely we started with the fries served with three dips fries were hot and crispy but only one of the dips was anything to write home about one was ketchup from the prix fixe menu i had the pate with fig jam and mustard which was very good especially the fig jam we both choose the mediterranean plate as our entree we liked it very much but thought it could be spiced a little more heavily unfortunately they brought us our entrees when were just about halfway through our appetizers making our small tabletop crowded  uncomfortable we also felt a bit rushed the star of the show were the drinks and dessert we both loved the basil cucumber limeade and the coffee was perfect for dessert we had the date  toffee cake which was divine such a marvelous combination the cake was not too sweet and had many layers of flavor while still a bit of a rustic type of dessert the dates  mascarpone were such a scrumptious compliment the rich dark coffee was a satisfying pairing with the dessert covid practices were on point service very good price was reasonable super diverse staff  patrons queer  poc friendly accessible we ate inside and we were very far away from other tables it felt very safe starbelly requires that patrons have their mask on whenever they are not eatingdrinking outside patio and parklet also looked very inviting so will have to try that next,went lunch sf restaurant week quite lovely started fries served three dips fries hot crispy one dips anything write home one ketchup prix fixe menu pate fig jam mustard good especially fig jam choose mediterranean plate entree liked much thought could spiced little heavily unfortunately brought us entrees halfway appetizers making small tabletop crowded uncomfortable also felt bit rushed star show drinks dessert loved basil cucumber limeade coffee perfect dessert date toffee cake divine marvelous combination cake sweet many layers flavor still bit rustic type dessert dates mascarpone scrumptious compliment rich dark coffee satisfying pairing dessert covid practices point service good price reasonable super diverse staff patrons queer poc friendly accessible ate inside far away tables felt safe starbelly requires patrons mask whenever eatingdrinking outside patio parklet also looked inviting try next,went lunch sf restaurant week quite lovely started fries served three dips fries hot crispy dips anything write home ketchup prix fixe menu pate fig jam mustard good especially fig jam choose mediterranean plate entree liked much thought could spiced little heavily unfortunately brought entrees halfway appetizers making small tabletop crowded uncomfortable also felt bit rushed star show drinks dessert loved basil cucumber limeade coffee perfect dessert date toffee cake divine marvelous combination cake sweet many layers flavor still bit rustic type dessert dates mascarpone scrumptious compliment rich dark coffee satisfying pairing dessert covid practices point service good price reasonable super diverse staff patrons queer poc friendly accessible ate inside far away tables felt safe starbelly requires patrons mask whenever eatingdrinking outside patio parklet also looked inviting next,went lunch sf restaurant week quite lovely started fry served three dip fry hot crispy dip anything write home ketchup prix fixe menu pate fig jam mustard good especially fig jam choose mediterranean plate entree liked much thought could spiced little heavily unfortunately brought entree halfway appetizer making small tabletop crowded uncomfortable also felt bit rushed star show drink dessert loved basil cucumber limeade coffee perfect dessert date toffee cake divine marvelous combination cake sweet many layer flavor still bit rustic type dessert date mascarpone scrumptious compliment rich dark coffee satisfying pairing dessert covid practice point service good price reasonable super diverse staff patron queer poc friendly accessible ate inside far away table felt safe starbelly requires patron mask whenever eatingdrinking outside patio parklet also looked inviting next,0.28410493827160493,0.6478395061728395
"Awesome food, filled with bougie staff with a pretentiousness vibe in the air. Let's just talk food:Brussels Sprouts, 4 stars. Great preparation, served crispy.Fish Tacos, 4 1/2 Stars. So delicious and loaded with fresh fish and slaw. Fries on the side were pretty great, too.Bacon Burger, 4 stars. Pretty classic, which is how I like it. The meat quality was quite good as well.Caesar Salad, 5 stars. My favorite dish. I know it's simple, but when it's done right it's so good.Great spot, would definitely give this a go for a brunch.","awesome food, filled with bougie staff with a pretentiousness vibe in the air. let's just talk food:brussels sprouts, 4 stars. great preparation, served crispy.fish tacos, 4 1/2 stars. so delicious and loaded with fresh fish and slaw. fries on the side were pretty great, too.bacon burger, 4 stars. pretty classic, which is how i like it. the meat quality was quite good as well.caesar salad, 5 stars. my favorite dish. i know it's simple, but when it's done right it's so good.great spot, would definitely give this a go for a brunch.",awesome food filled with bougie staff with a pretentiousness vibe in the air lets just talk foodbrussels sprouts 4 stars great preparation served crispyfish tacos 4 12 stars so delicious and loaded with fresh fish and slaw fries on the side were pretty great toobacon burger 4 stars pretty classic which is how i like it the meat quality was quite good as wellcaesar salad 5 stars my favorite dish i know its simple but when its done right its so goodgreat spot would definitely give this a go for a brunch,awesome food filled bougie staff pretentiousness vibe air lets talk foodbrussels sprouts 4 stars great preparation served crispyfish tacos 4 12 stars delicious loaded fresh fish slaw fries side pretty great toobacon burger 4 stars pretty classic like meat quality quite good wellcaesar salad 5 stars favorite dish know simple done right goodgreat spot would definitely give go brunch,awesome food filled bougie staff pretentiousness vibe air lets talk foodbrussels sprouts 4 stars great preparation served crispyfish tacos 4 12 stars delicious loaded fresh fish slaw fries side pretty great toobacon burger 4 stars pretty classic like meat quality quite good wellcaesar salad 5 stars favorite dish know simple done right goodgreat spot definitely give brunch,awesome food filled bougie staff pretentiousness vibe air let talk foodbrussels sprout 4 star great preparation served crispyfish taco 4 12 star delicious loaded fresh fish slaw fry side pretty great toobacon burger 4 star pretty classic like meat quality quite good wellcaesar salad 5 star favorite dish know simple done right goodgreat spot definitely give brunch,0.4608843537414966,0.7185374149659866
Yummy food and drinks! Best to make a reservation on open table so you don't have to wait. I needed to adjust the time was running late so I called and they accommodated me. Chicken poy boy sandwich was really good! My friend ordered the pizza and loved it. The drinks are really unique and flavorful. There isn't a private parking lot you have to park on the street but there is opened spaces near by for street parking. It is a nice walk around the Castro too. I would come again.,yummy food and drinks! best to make a reservation on open table so you don't have to wait. i needed to adjust the time was running late so i called and they accommodated me. chicken poy boy sandwich was really good! my friend ordered the pizza and loved it. the drinks are really unique and flavorful. there isn't a private parking lot you have to park on the street but there is opened spaces near by for street parking. it is a nice walk around the castro too. i would come again.,yummy food and drinks best to make a reservation on open table so you dont have to wait i needed to adjust the time was running late so i called and they accommodated me chicken poy boy sandwich was really good my friend ordered the pizza and loved it the drinks are really unique and flavorful there isnt a private parking lot you have to park on the street but there is opened spaces near by for street parking it is a nice walk around the castro too i would come again,yummy food drinks best make reservation open table dont wait needed adjust time running late called accommodated chicken poy boy sandwich really good friend ordered pizza loved drinks really unique flavorful isnt private parking lot park street opened spaces near street parking nice walk around castro would come,yummy food drinks best make reservation open table dont wait needed adjust time running late called accommodated chicken poy boy sandwich really good friend ordered pizza loved drinks really unique flavorful isnt private parking lot park street opened spaces near street parking nice walk around castro come,yummy food drink best make reservation open table dont wait needed adjust time running late called accommodated chicken poy boy sandwich really good friend ordered pizza loved drink really unique flavorful isnt private parking lot park street opened space near street parking nice walk around castro come,0.2575,0.6525000000000001
"Nice location/setting (check the back patio!), good food and friendly service. We've been there several times abs we'll be back !","nice location/setting (check the back patio!), good food and friendly service. we've been there several times abs we'll be back !",nice locationsetting check the back patio good food and friendly service weve been there several times abs well be back ,nice locationsetting check back patio good food friendly service weve several times abs well back,nice locationsetting check back patio good food friendly service weve several times abs well back,nice locationsetting check back patio good food friendly service weve several time ab well back,0.2791666666666666,0.35000000000000003
